0,2024-01-01 02:59:03,IONQ,12.39,-0.84 (-6.35%),"8,605,308",16.00,MSFT,376.04,+0.76 (+0.20%),"18,730,838",408.96,NVDA,495.22,0.00 (0.00%),"38,929,330",641.23
0,2024-01-01 02:59:36,IONQ,12.39,-0.84 (-6.35%),"8,605,308",16.00,MSFT,376.04,+0.76 (+0.20%),"18,730,838",408.96,NVDA,495.22,0.00 (0.00%),"38,929,330",641.23
0,2024-01-01 03:00:10,IONQ,12.39,-0.84 (-6.35%),"8,605,308",16.00,MSFT,376.04,+0.76 (+0.20%),"18,730,838",408.96,NVDA,495.22,0.00 (0.00%),"38,929,330",641.23
0,2024-01-01 03:00:43,IONQ,12.39,-0.84 (-6.35%),"8,605,308",16.00,MSFT,376.04,+0.76 (+0.20%),"18,730,838",408.96,NVDA,495.22,0.00 (0.00%),"38,929,330",641.23
0,2024-01-01 03:01:18,IONQ,12.39,-0.84 (-6.35%),"8,605,308",16.00,MSFT,376.04,+0.76 (+0.20%),"18,730,838",408.96,NVDA,495.22,0.00 (0.00%),"38,929,330",641.23
0,2024-01-01 18:21:39,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:21:45,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:22:46,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:22:51,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:23:33,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:23:38,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:25:20,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:30:27,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:31:03,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:31:50,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:31:55,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:32:15,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:35:43,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
0,2024-01-01 18:36:07,IONQ,[],[],[],[],MSFT,[],[],[],[],NVDA,[],[],[],[]
